date,street,people_count
2013-09-11,Melbourne Central,27651
2013-09-11,QV Market-Peel St,2141
2013-09-11,Southern Cross Station,16612
2013-09-11,Spencer St-Collins St (North),26731
2013-09-10,Spencer St-Collins St (North),26273
2013-09-10,Southern Cross Station,16708
2013-09-10,QV Market-Peel St,2809
2013-09-10,Melbourne Central,25922
2013-09-10,Collins Place (North),10189
2013-09-10,Chinatown-Swanston St (North),8121
2013-09-10,Bourke Street Mall (North),22721
2013-09-09,Collins Place (North),9767
2013-09-09,Bourke Street Mall (North),21599
2013-09-09,Chinatown-Swanston St (North),8336
2013-09-09,Southern Cross Station,16557
2013-09-09,Melbourne Central,26200
2013-09-09,Spencer St-Collins St (North),25585
2013-09-09,QV Market-Peel St,1689
2013-09-08,Spencer St-Collins St (North),9177
2013-09-08,Southern Cross Station,1706
2013-09-08,QV Market-Peel St,3369
2013-09-08,Melbourne Central,26083
2013-09-08,Collins Place (North),2075
2013-09-08,Chinatown-Swanston St (North),9705
2013-09-08,Bourke Street Mall (North),20877
2013-09-07,Collins Place (North),2571
2013-09-07,Bourke Street Mall (North),25826
2013-09-07,Chinatown-Swanston St (North),11720
2013-09-07,Melbourne Central,33013
2013-09-07,QV Market-Peel St,3877
2013-09-07,Southern Cross Station,2319
2013-09-07,Spencer St-Collins St (North),11908
2013-09-06,Spencer St-Collins St (North),27940
2013-09-06,Southern Cross Station,16579
2013-09-06,QV Market-Peel St,2831
2013-09-06,Melbourne Central,34358
2013-09-06,Collins Place (North),10503
2013-09-06,Chinatown-Swanston St (North),11588
2013-09-06,Bourke Street Mall (North),31214
2013-09-05,Collins Place (North),10540
2013-09-05,Bourke Street Mall (North),24080
2013-09-05,Chinatown-Swanston St (North),8448
2013-09-05,Spencer St-Collins St (North),26569
2013-09-05,Melbourne Central,26505
2013-09-05,Southern Cross Station,16268
2013-09-05,QV Market-Peel St,2528
2013-09-04,Spencer St-Collins St (North),26908
2013-09-04,Southern Cross Station,16977
2013-09-04,QV Market-Peel St,2138
2013-09-04,Melbourne Central,27843
2013-09-04,Collins Place (North),10479
2013-09-04,Chinatown-Swanston St (North),8966
2013-09-04,Bourke Street Mall (North),25014
2013-09-03,Collins Place (North),11117
2013-09-03,Bourke Street Mall (North),23499
2013-09-03,Chinatown-Swanston St (North),8817
2013-09-03,Spencer St-Collins St (North),27188
2013-09-03,Melbourne Central,27390
2013-09-03,QV Market-Peel St,2662
2013-09-03,Southern Cross Station,17091
2013-09-02,Bourke Street Mall (North),22954
2013-09-02,Chinatown-Swanston St (North),8138
2013-09-02,Collins Place (North),10239
2013-09-02,Melbourne Central,25502
2013-09-02,QV Market-Peel St,1834
2013-09-02,Spencer St-Collins St (North),25508
2013-09-02,Southern Cross Station,16665
2013-09-01,Spencer St-Collins St (North),9852
2013-09-01,Southern Cross Station,1539
2013-09-01,QV Market-Peel St,2844
2013-09-01,Melbourne Central,28338
2013-09-01,Collins Place (North),1831
2013-09-01,Chinatown-Swanston St (North),9899
2013-09-01,Bourke Street Mall (North),22695
2013-08-31,Collins Place (North),3231
2013-08-31,Bourke Street Mall (North),29174
2013-08-31,Chinatown-Swanston St (North),0
2013-08-31,Melbourne Central,36483
2013-08-31,QV Market-Peel St,0
2013-08-31,Southern Cross Station,1997
2013-08-31,Spencer St-Collins St (North),0
2013-08-30,Spencer St-Collins St (North),0
2013-08-30,Southern Cross Station,16549
2013-08-30,QV Market-Peel St,0
2013-08-30,Melbourne Central,35438
2013-08-30,Collins Place (North),10246
2013-08-30,Chinatown-Swanston St (North),0
2013-08-30,Bourke Street Mall (North),31423
2013-08-29,Collins Place (North),10769
2013-08-29,Bourke Street Mall (North),25439
2013-08-29,Chinatown-Swanston St (North),0
2013-08-29,Spencer St-Collins St (North),0
2013-08-29,Melbourne Central,29140
2013-08-29,Southern Cross Station,17099
2013-08-29,QV Market-Peel St,0
2013-08-28,Spencer St-Collins St (North),0
2013-08-28,Southern Cross Station,17037
2013-08-28,QV Market-Peel St,0
2013-08-28,Melbourne Central,30735
2013-08-28,Collins Place (North),10399
2013-08-28,Chinatown-Swanston St (North),0
2013-08-28,Bourke Street Mall (North),25044
2013-08-27,Collins Place (North),10891
2013-08-27,Bourke Street Mall (North),24785
2013-08-27,Chinatown-Swanston St (North),0
2013-08-27,Spencer St-Collins St (North),0
2013-08-27,Melbourne Central,29051
2013-08-27,QV Market-Peel St,0
2013-08-27,Southern Cross Station,16941
2013-08-26,Bourke Street Mall (North),24578
2013-08-26,Melbourne Central,27951
2013-08-26,Collins Place (North),10056
2013-08-26,Chinatown-Swanston St (North),0
2013-08-26,QV Market-Peel St,0
2013-08-26,Spencer St-Collins St (North),0
2013-08-26,Southern Cross Station,16633
2013-08-25,Spencer St-Collins St (North),0
2013-08-25,Southern Cross Station,1713
2013-08-25,QV Market-Peel St,0
2013-08-25,Melbourne Central,27908
2013-08-25,Collins Place (North),1960
2013-08-25,Chinatown-Swanston St (North),0
2013-08-25,Bourke Street Mall (North),22916
2013-08-24,Collins Place (North),3234
2013-08-24,Bourke Street Mall (North),28707
2013-08-24,Chinatown-Swanston St (North),0
2013-08-24,Melbourne Central,35435
2013-08-24,QV Market-Peel St,0
2013-08-24,Southern Cross Station,2454
2013-08-24,Spencer St-Collins St (North),0
2013-08-23,Spencer St-Collins St (North),0
2013-08-23,Southern Cross Station,16386
2013-08-23,QV Market-Peel St,0
2013-08-23,Melbourne Central,35956
2013-08-23,Collins Place (North),10453
2013-08-23,Chinatown-Swanston St (North),0
2013-08-23,Bourke Street Mall (North),32453
2013-08-22,Collins Place (North),10834
2013-08-22,Bourke Street Mall (North),25506
2013-08-22,Chinatown-Swanston St (North),0
2013-08-22,Southern Cross Station,16775
2013-08-22,Melbourne Central,28587
2013-08-22,Spencer St-Collins St (North),0
2013-08-22,QV Market-Peel St,0
2013-08-21,Spencer St-Collins St (North),0
2013-08-21,Southern Cross Station,16646
2013-08-21,QV Market-Peel St,0
2013-08-21,Melbourne Central,28769
2013-08-21,Collins Place (North),10402
2013-08-21,Chinatown-Swanston St (North),0
2013-08-21,Bourke Street Mall (North),24263
2013-08-20,Collins Place (North),10106
2013-08-20,Bourke Street Mall (North),23258
2013-08-20,Chinatown-Swanston St (North),0
2013-08-20,Southern Cross Station,16271
2013-08-20,Melbourne Central,27603
2013-08-20,QV Market-Peel St,0
2013-08-20,Spencer St-Collins St (North),0
2013-08-19,Spencer St-Collins St (North),0
2013-08-19,Southern Cross Station,16255
2013-08-19,QV Market-Peel St,0
2013-08-19,Melbourne Central,26167
2013-08-19,Collins Place (North),9744
2013-08-19,Chinatown-Swanston St (North),0
2013-08-19,Bourke Street Mall (North),23609
2013-08-18,Bourke Street Mall (North),22894
2013-08-18,Spencer St-Collins St (North),0
2013-08-18,Southern Cross Station,1644
2013-08-18,QV Market-Peel St,0
2013-08-18,Melbourne Central,28259
2013-08-18,Collins Place (North),1983
2013-08-18,Chinatown-Swanston St (North),0
2013-08-17,Collins Place (North),3063
2013-08-17,Bourke Street Mall (North),28679
2013-08-17,Chinatown-Swanston St (North),0
2013-08-17,Southern Cross Station,2399
2013-08-17,Melbourne Central,34188
2013-08-17,QV Market-Peel St,0
2013-08-17,Spencer St-Collins St (North),0
2013-08-16,QV Market-Peel St,0
2013-08-16,Spencer St-Collins St (North),0
2013-08-16,Southern Cross Station,16873
2013-08-16,Bourke Street Mall (North),33299
2013-08-16,Melbourne Central,37002
2013-08-16,Collins Place (North),10508
2013-08-16,Chinatown-Swanston St (North),0
2013-08-15,Spencer St-Collins St (North),0
2013-08-15,Southern Cross Station,17452
2013-08-15,QV Market-Peel St,0
2013-08-15,Melbourne Central,31755
2013-08-15,Collins Place (North),10939
2013-08-15,Chinatown-Swanston St (North),0
2013-08-15,Bourke Street Mall (North),27718
2013-08-14,Bourke Street Mall (North),24701
2013-08-14,Chinatown-Swanston St (North),0
2013-08-14,Spencer St-Collins St (North),0
2013-08-14,QV Market-Peel St,0
2013-08-14,Melbourne Central,27749
2013-08-14,Collins Place (North),10463
2013-08-14,Southern Cross Station,16712
2013-08-13,Spencer St-Collins St (North),0
2013-08-13,Southern Cross Station,17232
2013-08-13,QV Market-Peel St,0
2013-08-13,Melbourne Central,30288
2013-08-13,Collins Place (North),10764
2013-08-13,Chinatown-Swanston St (North),0
2013-08-13,Bourke Street Mall (North),25889
2013-08-12,Collins Place (North),9949
2013-08-12,Bourke Street Mall (North),23687
2013-08-12,Chinatown-Swanston St (North),0
2013-08-12,QV Market-Peel St,0
2013-08-12,Melbourne Central,27229
2013-08-12,Southern Cross Station,16446
2013-08-12,Spencer St-Collins St (North),0
2013-08-11,Spencer St-Collins St (North),0
2013-08-11,Southern Cross Station,1979
2013-08-11,QV Market-Peel St,0
2013-08-11,Melbourne Central,32972
2013-08-11,Collins Place (North),1962
2013-08-11,Chinatown-Swanston St (North),0
2013-08-11,Bourke Street Mall (North),25206
2013-08-10,Collins Place (North),3060
2013-08-10,Bourke Street Mall (North),29591
2013-08-10,Chinatown-Swanston St (North),0
2013-08-10,QV Market-Peel St,0
2013-08-10,Melbourne Central,36045
2013-08-10,Southern Cross Station,2145
2013-08-10,Spencer St-Collins St (North),0
2013-08-09,Spencer St-Collins St (North),0
2013-08-09,Southern Cross Station,16070
2013-08-09,QV Market-Peel St,0
2013-08-09,Melbourne Central,34345
2013-08-09,Collins Place (North),10255
2013-08-09,Chinatown-Swanston St (North),0
2013-08-09,Bourke Street Mall (North),30458
2013-08-08,Collins Place (North),10552
2013-08-08,Bourke Street Mall (North),27412
2013-08-08,Chinatown-Swanston St (North),0
2013-08-08,Melbourne Central,32538
2013-08-08,QV Market-Peel St,0
2013-08-08,Southern Cross Station,17351
2013-08-08,Spencer St-Collins St (North),0
2013-08-07,Spencer St-Collins St (North),0
2013-08-07,Southern Cross Station,16358
2013-08-07,QV Market-Peel St,0
2013-08-07,Melbourne Central,26565
2013-08-07,Collins Place (North),10656
2013-08-07,Chinatown-Swanston St (North),0
2013-08-07,Bourke Street Mall (North),23326
2013-08-06,Collins Place (North),10780
2013-08-06,Bourke Street Mall (North),24416
2013-08-06,Chinatown-Swanston St (North),0
2013-08-06,Melbourne Central,29063
2013-08-06,Spencer St-Collins St (North),0
2013-08-06,QV Market-Peel St,0
2013-08-06,Southern Cross Station,17066
2013-08-05,Spencer St-Collins St (North),0
2013-08-05,Southern Cross Station,16959
2013-08-05,QV Market-Peel St,0
2013-08-05,Melbourne Central,27926
2013-08-05,Collins Place (North),10223
2013-08-05,Chinatown-Swanston St (North),0
2013-08-05,Bourke Street Mall (North),24245
2013-08-04,Bourke Street Mall (North),22334
2013-08-04,Chinatown-Swanston St (North),0
2013-08-04,Collins Place (North),1941
2013-08-04,Melbourne Central,26710
2013-08-04,QV Market-Peel St,0
2013-08-04,Southern Cross Station,1488
2013-08-04,Spencer St-Collins St (North),0
2013-08-03,Spencer St-Collins St (North),0
2013-08-03,Southern Cross Station,1983
2013-08-03,QV Market-Peel St,0
2013-08-03,Melbourne Central,30647
2013-08-03,Collins Place (North),2622
2013-08-03,Chinatown-Swanston St (North),0
2013-08-03,Bourke Street Mall (North),25642
2013-08-02,Bourke Street Mall (North),29890
2013-08-02,Chinatown-Swanston St (North),0
2013-08-02,Collins Place (North),10156
2013-08-02,QV Market-Peel St,0
2013-08-02,Melbourne Central,33731
2013-08-02,Spencer St-Collins St (North),0
2013-08-02,Southern Cross Station,17061
2013-08-01,Spencer St-Collins St (North),0
2013-08-01,Southern Cross Station,17588
2013-08-01,QV Market-Peel St,0
2013-08-01,Melbourne Central,31410
2013-08-01,Collins Place (North),10525
2013-08-01,Chinatown-Swanston St (North),0
2013-08-01,Bourke Street Mall (North),26762
2013-07-31,Melbourne Central,31303
2013-07-31,Bourke Street Mall (North),24878
2013-07-31,Chinatown-Swanston St (North),0
2013-07-31,Collins Place (North),10247
2013-07-31,Southern Cross Station,17280
2013-07-31,QV Market-Peel St,0
2013-07-31,Spencer St-Collins St (North),0
2013-07-30,Spencer St-Collins St (North),0
2013-07-30,Southern Cross Station,17990
2013-07-30,QV Market-Peel St,0
2013-07-30,Melbourne Central,30108
2013-07-30,Collins Place (North),10696
2013-07-30,Chinatown-Swanston St (North),0
2013-07-30,Bourke Street Mall (North),23778
2013-07-29,Chinatown-Swanston St (North),0
2013-07-29,Melbourne Central,29854
2013-07-29,Bourke Street Mall (North),23848
2013-07-29,Collins Place (North),10227
2013-07-29,Spencer St-Collins St (North),0
2013-07-29,QV Market-Peel St,0
2013-07-29,Southern Cross Station,18410
2013-07-28,Spencer St-Collins St (North),0
2013-07-28,Southern Cross Station,1951
2013-07-28,QV Market-Peel St,0
2013-07-28,Melbourne Central,26893
2013-07-28,Collins Place (North),2751
2013-07-28,Chinatown-Swanston St (North),0
2013-07-28,Bourke Street Mall (North),22623
2013-07-27,Collins Place (North),3705
2013-07-27,Bourke Street Mall (North),29219
2013-07-27,Chinatown-Swanston St (North),0
2013-07-27,Melbourne Central,36761
2013-07-27,QV Market-Peel St,0
2013-07-27,Southern Cross Station,2667
2013-07-27,Spencer St-Collins St (North),0
2013-07-26,Spencer St-Collins St (North),0
2013-07-26,Southern Cross Station,20157
2013-07-26,QV Market-Peel St,0
2013-07-26,Melbourne Central,35886
2013-07-26,Collins Place (North),10631
2013-07-26,Chinatown-Swanston St (North),0
2013-07-26,Bourke Street Mall (North),33530
2013-07-25,Collins Place (North),10931
2013-07-25,Bourke Street Mall (North),28681
2013-07-25,Chinatown-Swanston St (North),0
2013-07-25,Melbourne Central,32375
2013-07-25,QV Market-Peel St,0
2013-07-25,Southern Cross Station,19610
2013-07-25,Spencer St-Collins St (North),0
2013-07-24,Spencer St-Collins St (North),0
2013-07-24,Southern Cross Station,19638
2013-07-24,QV Market-Peel St,0
2013-07-24,Melbourne Central,32026
2013-07-24,Collins Place (North),11178
2013-07-24,Chinatown-Swanston St (North),0
2013-07-24,Bourke Street Mall (North),27752
2013-07-23,Melbourne Central,28485
2013-07-23,Bourke Street Mall (North),24836
2013-07-23,Chinatown-Swanston St (North),0
2013-07-23,Collins Place (North),10758
2013-07-23,Southern Cross Station,18906
2013-07-23,QV Market-Peel St,0
2013-07-23,Spencer St-Collins St (North),0
2013-07-22,Spencer St-Collins St (North),0
2013-07-22,Southern Cross Station,17929
2013-07-22,QV Market-Peel St,0
2013-07-22,Melbourne Central,28291
2013-07-22,Collins Place (North),10108
2013-07-22,Chinatown-Swanston St (North),0
2013-07-22,Bourke Street Mall (North),24699
2013-07-21,Bourke Street Mall (North),21073
2013-07-21,Melbourne Central,26590
2013-07-21,Chinatown-Swanston St (North),0
2013-07-21,Collins Place (North),1893
2013-07-21,Southern Cross Station,1563
2013-07-21,QV Market-Peel St,0
2013-07-21,Spencer St-Collins St (North),0
2013-07-20,Spencer St-Collins St (North),0
2013-07-20,Southern Cross Station,1939
2013-07-20,QV Market-Peel St,0
2013-07-20,Melbourne Central,26625
2013-07-20,Collins Place (North),2399
2013-07-20,Chinatown-Swanston St (North),0
2013-07-20,Bourke Street Mall (North),23804
2013-07-19,Melbourne Central,31139
2013-07-19,Chinatown-Swanston St (North),0
2013-07-19,Collins Place (North),10175
2013-07-19,Southern Cross Station,18522
2013-07-19,QV Market-Peel St,0
2013-07-19,Spencer St-Collins St (North),0
2013-07-19,Bourke Street Mall (North),31585
2013-07-18,Southern Cross Station,19108
2013-07-18,QV Market-Peel St,0
2013-07-18,Melbourne Central,27297
2013-07-18,Collins Place (North),10913
2013-07-18,Chinatown-Swanston St (North),0
2013-07-18,Bourke Street Mall (North),26511
2013-07-18,Spencer St-Collins St (North),0
2013-07-17,Bourke Street Mall (North),26211
2013-07-17,Chinatown-Swanston St (North),0
2013-07-17,Spencer St-Collins St (North),0
2013-07-17,Southern Cross Station,18750
2013-07-17,QV Market-Peel St,0
2013-07-17,Melbourne Central,28388
2013-07-17,Collins Place (North),10625
2013-07-16,Bourke Street Mall (North),24714
2013-07-16,Chinatown-Swanston St (North),0
2013-07-16,Collins Place (North),10730
2013-07-16,Melbourne Central,26896
2013-07-16,QV Market-Peel St,0
2013-07-16,Southern Cross Station,18839
2013-07-16,Spencer St-Collins St (North),0
2013-07-15,Bourke Street Mall (North),24400
2013-07-15,Chinatown-Swanston St (North),0
2013-07-15,Spencer St-Collins St (North),0
2013-07-15,Southern Cross Station,18730
2013-07-15,QV Market-Peel St,0
2013-07-15,Melbourne Central,26952
2013-07-15,Collins Place (North),10127
2013-07-14,Spencer St-Collins St (North),0
2013-07-14,Southern Cross Station,1708
2013-07-14,QV Market-Peel St,0
2013-07-14,Melbourne Central,24025
2013-07-14,Collins Place (North),1598
2013-07-14,Chinatown-Swanston St (North),0
2013-07-14,Bourke Street Mall (North),22887
2013-07-13,Melbourne Central,28264
2013-07-13,Spencer St-Collins St (North),0
2013-07-13,Collins Place (North),2382
2013-07-13,Bourke Street Mall (North),27820
2013-07-13,Chinatown-Swanston St (North),0
2013-07-13,Southern Cross Station,2121
2013-07-13,QV Market-Peel St,0
2013-07-12,Spencer St-Collins St (North),0
2013-07-12,Southern Cross Station,17702
2013-07-12,QV Market-Peel St,0
2013-07-12,Melbourne Central,35052
2013-07-12,Collins Place (North),10430
2013-07-12,Chinatown-Swanston St (North),0
2013-07-12,Bourke Street Mall (North),35019
2013-07-11,Melbourne Central,30075
2013-07-11,Bourke Street Mall (North),30693
2013-07-11,Chinatown-Swanston St (North),0
2013-07-11,Collins Place (North),10483
2013-07-11,Spencer St-Collins St (North),0
2013-07-11,QV Market-Peel St,0
2013-07-11,Southern Cross Station,18110
2013-07-10,Melbourne Central,28341
2013-07-10,Bourke Street Mall (North),28611
